,SalePrice,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,BrickStone,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,YrBuilt,Longitude,Latitude,cluster
0,400000,1590,0,0,0,3180,1590,1590,0,600,1,50,0,220,0,6,0,2,1,1965,-122.1963986,47.3361183,2
1,474250,1390,0,0,0,2200,810,810,0,0,1,0,0,340,0,4,1,0,1,1945,-122.3619131,47.5098741,2
2,667950,1010,0,1515,0,2525,0,0,0,400,0,167,0,0,0,4,1,0,2,2019,-122.1566841,47.4375567,4
3,659000,660,0,540,0,1820,620,620,0,0,1,0,0,100,0,3,1,0,2,2016,-122.3702516,47.5651462,1
4,656500,2310,0,0,0,2310,0,0,0,440,0,40,0,320,0,3,0,0,2,1967,-122.1841944,47.7303893,3
5,675000,1330,0,0,0,1970,1310,640,530,0,1,0,0,150,0,4,1,1,1,1965,-122.1157359,47.6288292,2
6,415000,1420,0,0,0,1750,1370,330,530,0,1,0,0,390,0,3,0,1,1,1960,-122.251946,47.7716141,2
7,160000,1020,410,0,0,1430,1020,0,0,0,0,190,0,0,0,4,0,0,1,1922,-122.2861955,47.4897861,3
8,299000,1120,0,0,0,1120,390,0,0,0,0,0,0,0,0,2,0,0,1,1944,-122.281837,47.4666141,3
9,1210000,770,0,770,0,1540,340,0,0,0,0,110,0,0,0,3,0,1,1,1900,-122.307618,47.6250753,3
10,705000,1060,490,0,0,1550,520,0,0,0,0,0,0,0,0,2,0,0,1,1921,-122.3582545,47.6776218,3
11,337950,1730,0,0,0,1730,0,0,0,460,0,0,0,0,0,4,0,0,2,1967,-122.193943,47.2862944,3
12,360000,1450,0,0,0,1450,0,0,0,0,0,0,0,0,0,3,0,1,1,1954,-122.3593023,47.7621314,3
13,740000,1010,0,1100,0,2110,900,0,0,0,1,90,0,0,0,6,0,1,1,1903,-122.2997481,47.6029458,2
14,584700,850,0,1340,0,2190,0,0,0,360,0,160,0,0,0,4,1,0,2,2018,-122.2974114,47.4948363,4
15,1000000,1280,0,0,0,2220,1280,940,0,0,1,0,0,0,0,4,0,0,2,1952,-122.2836688,47.7476982,2
16,1374990,1110,720,1150,0,4130,1150,1150,0,0,0,50,0,190,0,4,1,1,2,2016,-122.2920511,47.6770114,4
17,535000,1090,0,0,0,1090,1090,0,0,0,1,0,130,0,0,3,0,0,1,1910,-122.3381033,47.6891329,3
18,451050,1820,0,0,0,1820,0,0,0,0,0,0,0,230,0,3,0,1,1,1953,-122.3427982,47.7629109,3
19,650000,980,480,0,0,1460,980,0,300,0,0,0,0,0,0,4,0,0,2,1927,-122.3103736,47.68933,3
20,642000,1420,0,0,0,2190,1420,770,520,0,1,0,0,220,0,3,1,1,1,1963,-122.2265095,47.7201882,2
21,650000,1380,0,1120,0,2500,0,0,0,420,0,50,0,220,0,5,0,1,2,2016,-122.3690812,47.5076596,4
22,850000,1130,0,0,0,1380,1130,250,240,0,0,0,0,0,100,2,0,1,1,1948,-122.2729987,47.6671459,0
23,469950,770,0,0,0,1410,770,640,130,280,1,0,0,470,0,3,0,1,1,1971,-122.1766422,47.7222751,2
24,634000,500,0,480,0,1450,470,470,0,0,1,30,0,400,0,3,0,1,1,2018,-122.3467322,47.6978175,1
25,650000,360,0,360,0,1080,360,360,0,0,1,0,0,0,0,3,0,1,1,2019,-122.2961829,47.6130839,1
26,649950,430,0,430,0,1290,690,430,260,0,1,10,0,320,0,3,0,1,1,2018,-122.3764414,47.6841538,1
27,220000,730,0,0,0,730,0,0,0,0,0,0,0,140,0,1,0,0,1,1918,-122.3853921,47.5391529,3
28,625000,770,0,0,0,1170,730,400,0,0,0,0,0,260,0,3,0,0,1,1928,-122.3214806,47.6933319,3
29,250000,1320,0,0,0,1320,0,0,0,340,0,0,0,0,0,3,0,0,1,1944,-122.3289166,47.4435798,3
30,430000,1710,0,0,0,1710,0,0,0,540,0,220,0,0,0,4,1,1,1,1969,-122.1579475,47.4824913,3
31,630950,1025,0,1462,0,2487,0,0,0,400,0,45,0,0,0,4,0,1,2,2018,-122.1555014,47.4367421,4
32,650000,1660,0,0,0,2630,1660,970,0,0,1,300,0,150,0,4,0,2,1,1957,-122.3403618,47.4443773,2
33,515000,1010,0,740,0,2550,900,800,0,0,1,0,0,520,0,3,0,1,2,1980,-122.512997,47.346533,1
34,1699990,1500,0,1810,0,3310,0,0,0,460,0,240,0,130,0,5,1,0,4,2019,-122.1619362,47.6993824,4
35,1022000,1860,0,0,0,2410,1130,550,570,0,1,460,0,0,0,4,1,1,1,1963,-122.2332381,47.5758207,2
36,225000,840,0,0,0,840,0,0,0,0,0,0,0,0,0,2,0,0,1,1948,-122.205365,47.4894952,3
37,950000,1650,0,0,0,2470,1650,820,530,0,1,200,0,0,0,4,0,0,3,1973,-122.3266659,47.6913957,2
38,250000,960,0,0,0,960,0,0,0,0,0,0,0,150,0,2,0,0,1,1949,-122.3330341,47.5128402,3
39,1050000,1450,0,880,0,2330,0,0,0,0,0,0,0,470,0,4,1,1,2,1943,-122.2929268,47.6851313,4
40,552000,1180,0,0,0,1750,1140,570,440,0,1,0,0,230,0,4,0,1,2,1963,-122.354039,47.7306887,2
41,755000,1230,0,720,0,1950,500,0,0,0,0,0,0,0,0,4,0,1,1,1925,-122.3911488,47.6893316,3
42,866150,1320,0,1580,0,2900,0,0,0,480,0,80,0,0,0,4,1,0,2,2017,-122.1712622,47.5336008,4
43,650000,1480,0,1360,0,2840,1580,0,500,0,0,180,0,0,0,5,0,0,4,2018,-122.1525792,47.4982517,4
44,506000,1430,0,0,0,1430,0,0,0,460,0,0,0,0,0,4,1,0,1,1965,-122.3428543,47.7667582,3
45,700000,920,0,0,0,1840,920,920,0,0,1,0,0,330,65,3,1,0,1,1924,-122.3893593,47.6989471,0
46,594000,1390,0,0,0,1840,740,450,290,190,1,0,0,590,0,3,1,1,1,1975,-122.1984112,47.7338013,2
47,358000,1110,0,0,0,1110,0,0,0,0,0,80,0,0,0,2,0,0,1,1947,-122.3628991,47.5197778,3
48,1699950,1860,0,2150,0,4010,0,0,0,760,0,210,0,0,0,5,1,0,3,2016,-122.1065164,47.6238001,4
49,980000,2380,0,0,0,2820,900,440,460,0,1,70,0,0,0,4,1,1,1,1963,-122.1166051,47.5862643,2
50,664000,700,0,670,0,1370,350,0,0,0,0,110,0,0,0,3,0,0,1,1915,-122.3252095,47.6705113,3
51,1005000,1320,0,950,0,3330,1180,1060,0,0,1,290,0,0,0,4,1,0,2,1994,-122.3685489,47.4482425,2
52,660000,950,0,0,0,1650,950,700,240,0,0,50,0,0,100,3,0,1,1,1956,-122.377741,47.694424,0
53,885000,1410,0,0,0,2290,1180,880,300,200,1,60,0,130,0,4,0,2,1,1975,-122.1458386,47.6717395,2
54,1280000,1010,0,980,0,2260,690,270,420,0,0,300,150,80,0,3,0,0,3,2008,-122.381736,47.521391,4
55,225000,1140,0,0,0,2280,1140,1140,0,0,1,0,0,100,0,7,1,0,2,1961,-122.2067791,47.3144022,2
56,291000,1650,0,0,0,1650,0,0,0,0,0,70,0,0,0,2,1,0,1,1961,-122.276649,47.4331382,3
57,325000,900,0,0,0,900,0,0,0,200,0,40,0,0,0,2,0,0,1,1941,-122.3056896,47.5581646,3
58,1710000,1490,0,0,0,2740,1490,1250,0,0,1,0,0,240,80,4,0,0,2,1952,-122.2733332,47.6790411,0
59,595413,790,0,0,0,790,550,0,0,0,0,0,150,0,0,2,0,0,1,1908,-122.3278393,47.6680937,3
60,660000,420,0,420,0,1090,250,250,0,0,1,210,60,470,0,2,0,1,1,2018,-122.3658431,47.5660746,1
61,899995,1560,0,1730,0,3290,0,0,0,670,0,60,0,0,0,4,0,1,2,2019,-122.1265629,47.471735,4
62,457000,1740,0,0,0,1740,0,0,0,380,0,240,0,0,0,3,0,0,1,1962,-122.2907027,47.4004705,3
63,657915,1090,0,1110,0,2740,1010,540,470,0,1,190,0,0,0,4,1,1,2,2016,-122.1450125,47.4971406,2
64,778000,1300,0,0,0,2600,1300,1300,0,0,1,190,210,0,0,5,0,1,1,1958,-122.2716904,47.5493274,2
65,550000,1130,0,0,0,1330,870,200,0,0,0,0,0,0,0,3,0,0,1,1925,-122.2938538,47.5801612,3
66,630000,1500,0,0,0,1650,1010,150,0,0,0,0,0,170,0,3,0,0,1,1914,-122.3909523,47.5816263,3
67,620000,1400,0,0,0,2160,990,760,0,0,1,0,0,210,0,4,1,0,2,1930,-122.3892173,47.5131777,2
68,514950,1053,0,1320,0,2373,0,0,0,379,0,112,0,0,0,4,0,1,2,2018,-122.2143407,47.3806733,4
69,410000,1380,0,540,0,1920,750,0,0,0,0,0,0,0,0,5,0,1,1,1946,-122.3544878,47.5437241,3
70,450000,1220,0,0,0,1220,0,0,0,440,0,50,0,260,0,3,1,0,1,1969,-122.1974018,47.5155054,3
71,824950,1380,0,1780,0,3160,0,0,0,430,0,200,0,0,0,5,0,1,2,2019,-122.1747051,47.4972573,4
72,874000,1100,570,0,0,1910,1100,240,220,0,0,0,0,0,0,4,1,0,2,1941,-122.2920455,47.6790363,3
73,650000,1150,0,0,0,1630,1150,480,640,0,0,0,0,0,0,3,0,0,2,1971,-122.3097107,47.3032916,2
74,1000000,1390,1340,0,0,2730,960,0,0,570,1,60,0,120,40,4,1,0,2,1968,-122.4152482,47.643673,0
75,1380000,980,0,900,0,2860,980,980,0,0,0,70,0,200,0,5,0,2,2,1905,-122.3090024,47.6275081,2
76,824950,690,0,690,0,1840,650,460,190,0,0,0,0,590,0,3,1,1,2,2015,-122.391961,47.6740775,1
77,554950,1561,0,1431,0,2992,0,0,0,489,0,36,0,0,0,4,0,0,3,2018,-122.13679,47.352219,4
78,728000,1250,0,0,0,1250,0,0,0,0,0,50,0,0,0,3,0,0,1,1959,-122.1314441,47.6026283,3
79,607000,810,310,0,0,1120,780,0,0,0,0,0,50,100,0,4,1,0,1,1944,-122.3811452,47.5274842,3
80,645000,1120,0,0,0,2240,1120,1120,0,0,0,0,0,200,0,3,0,1,1,1959,-122.2162919,47.7572559,2
81,345000,1270,0,0,0,1270,0,0,0,480,0,0,0,0,10,3,1,0,1,1969,-122.1463919,47.3681301,3
82,585000,840,0,0,0,940,840,100,0,0,0,0,0,0,0,2,0,0,1,1950,-122.2958829,47.7118524,3
83,824000,500,0,510,510,1520,0,0,0,0,0,0,40,460,0,3,1,1,1,2016,-122.3111703,47.6120554,1
84,680000,1010,0,0,0,2020,1010,1010,0,240,0,0,0,110,0,4,0,0,2,1962,-122.1945766,47.7166996,2
85,325000,1400,0,0,0,1400,0,0,0,400,0,0,0,0,0,4,0,1,1,1977,-122.1834704,47.3745131,3
86,541000,1210,0,0,0,1210,0,0,0,670,0,40,0,0,0,3,1,0,1,1956,-122.3582534,47.4619944,3
87,650000,880,0,0,0,880,880,0,160,0,0,0,0,0,0,2,0,0,1,1929,-122.369612,47.6890641,3
88,460000,500,0,0,0,920,530,420,0,0,1,0,0,50,0,2,0,1,0,1915,-122.3943736,47.5494039,3
89,370000,1020,0,0,0,1480,880,460,420,0,1,0,0,140,0,3,1,0,1,1976,-122.1689693,47.3889354,2
90,375400,1490,0,0,0,1490,0,0,0,0,0,0,0,160,70,3,0,0,1,1963,-122.1510216,47.4220254,0
91,749000,1310,0,0,0,2080,1270,770,430,0,1,0,0,220,0,4,0,2,1,1966,-122.2962255,47.6949839,2
92,432000,640,0,1040,0,2220,540,540,0,420,0,90,0,60,0,5,1,1,3,2015,-122.3373461,47.491949,4
93,650000,1030,0,0,0,1290,970,260,0,0,0,50,0,150,0,4,0,0,1,1923,-122.3510254,47.6780209,3
94,550000,1190,0,0,0,1190,0,0,0,580,0,0,0,200,0,3,1,0,1,1973,-122.1328798,47.6614123,3
95,710000,600,0,500,0,1660,560,560,0,0,1,30,0,160,0,2,1,2,1,2017,-122.2970306,47.6018483,1
96,699000,1050,0,0,0,1050,1050,0,0,0,0,0,0,0,0,2,0,0,1,1937,-122.3933377,47.6855197,3
97,875000,1060,0,1140,0,3260,1060,1060,0,0,1,0,0,250,0,4,1,0,3,1981,-122.1253883,47.5444616,2
98,578900,950,0,1350,0,2300,0,0,0,290,0,90,0,100,0,3,1,1,1,2019,-122.349295,47.516317,4
99,329950,1200,0,0,0,1200,0,0,0,310,0,0,0,0,0,3,0,0,1,1958,-122.3060338,47.3780208,3
100,400000,1800,0,0,0,3240,1800,1440,0,500,1,230,0,180,0,4,1,1,1,1964,-122.3692482,47.3220232,2
101,495000,610,0,610,0,1560,550,340,210,0,0,0,0,50,0,3,1,0,2,2007,-122.3607657,47.5256617,1
102,549000,410,0,410,410,1230,0,0,0,0,0,0,50,360,0,3,0,0,2,2018,-122.381915,47.556957,1
103,1350000,1590,0,0,0,2800,1590,1210,380,0,1,0,0,150,100,4,0,1,1,1951,-122.2726567,47.6804956,0
104,719950,511,511,511,511,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,-122.3771005,47.6862543,1
105,560000,440,0,460,460,1360,0,0,0,0,0,0,50,240,0,3,0,1,1,2018,-122.3661482,47.565486,1
106,974950,660,0,590,0,1810,560,560,0,0,1,130,0,510,0,4,1,1,1,2019,-122.3616034,47.6571648,1
107,280000,1840,0,0,0,1840,0,0,0,460,0,0,0,0,0,4,1,1,1,1968,-122.1950462,47.2842059,3
108,750000,1120,0,1060,0,2180,0,0,0,480,0,0,0,240,0,4,1,1,1,1979,-122.1303292,47.5714854,4
109,715000,640,0,570,0,1780,570,570,0,0,1,20,70,420,0,3,1,1,1,2018,-122.4123258,47.577021,1
110,390000,1250,680,0,0,2690,1250,760,0,0,0,200,0,0,0,6,0,0,1,1916,-122.3574984,47.4714554,3
111,680000,800,0,800,0,1930,780,330,450,0,0,0,0,50,0,3,1,2,1,2019,-122.3022723,47.7731815,1
112,1294950,1380,0,1800,520,3700,0,0,0,420,0,70,0,110,0,5,0,2,2,2019,-122.108367,47.7028909,4
113,399500,1320,0,0,0,1320,0,0,0,0,0,0,0,0,0,3,0,0,1,1962,-122.3147419,47.7709318,3
114,940000,1560,0,1040,0,2600,0,0,0,640,0,290,0,0,0,4,1,1,1,1966,-122.0944336,47.62347,4
115,171000,830,0,0,0,830,0,0,0,280,0,0,0,0,0,2,0,0,1,1958,-122.1885764,47.4595239,3
116,550000,890,0,0,0,1090,890,200,0,0,0,100,0,0,0,2,1,0,1,1920,-122.390615,47.6354743,3
117,733878,1370,0,1610,0,3840,860,860,0,450,1,50,0,140,0,5,0,1,2,2016,-122.1460997,47.4960751,4
118,516950,1400,0,1230,0,2630,0,0,0,830,0,70,0,370,0,4,1,1,1,1982,-122.267885,47.3148469,4
119,615000,1250,0,0,0,1440,1250,190,240,0,1,0,0,160,0,3,1,1,0,1951,-122.2868986,47.7128878,2
120,715000,820,0,0,0,1130,790,310,0,480,1,0,0,170,0,4,0,1,1,1970,-122.2180306,47.7215193,2
121,395000,1260,0,0,0,1440,1260,180,600,0,1,0,0,220,0,3,0,0,1,1951,-122.336607,47.4888079,2
122,530000,1180,0,0,0,1780,1180,600,0,0,1,0,0,110,15,3,0,1,1,1952,-122.3516417,47.7731366,2
123,500000,1020,0,0,0,1020,250,0,0,0,0,40,0,0,0,3,0,0,1,1901,-122.2897179,47.5563089,3
124,599950,1340,0,0,0,1610,1340,270,0,0,0,0,0,0,0,3,1,0,1,1947,-122.3985468,47.6871558,3
125,776950,1711,0,1477,0,3188,0,0,0,580,0,25,0,0,0,4,1,1,2,2019,-122.1591822,47.435811,4
126,714995,1480,0,2010,0,3490,0,0,0,590,0,300,0,0,0,4,1,0,2,2016,-122.1220265,47.4760795,4
127,60000,670,0,0,0,670,0,0,0,0,0,60,60,0,0,1,0,0,1,1943,-122.3291612,47.4368264,3
128,517000,1210,0,0,0,1870,1210,660,240,0,0,0,0,70,30,4,1,0,1,1962,-122.2818177,47.5510146,2
129,705000,520,0,540,0,1200,140,140,0,0,1,20,60,470,0,3,1,2,0,2018,-122.3063243,47.6004271,1
130,382000,1640,0,0,0,2210,920,570,350,200,1,170,0,400,0,4,0,1,1,1978,-122.3268513,47.3249107,2
131,505000,1470,0,0,0,2180,1470,710,760,90,1,0,0,210,0,4,1,0,2,1964,-122.1519909,47.4412776,2
132,399900,1080,0,0,0,1650,570,570,0,0,1,0,0,110,0,3,0,1,1,1962,-122.311941,47.3676388,3
133,484950,984,0,1350,0,2334,0,0,0,418,0,198,0,0,0,3,1,0,2,2018,-122.1380918,47.3520806,4
134,800000,1160,0,0,0,2300,1140,1140,0,220,1,110,0,0,0,5,0,0,2,1968,-122.1515991,47.6719063,2
135,495000,1260,0,0,0,1260,0,0,0,480,0,0,0,0,100,3,0,1,1,1963,-122.1561129,47.6715104,0
136,980000,550,0,550,680,1780,0,0,0,0,0,0,40,510,0,3,0,1,1,2018,-122.2975783,47.6193319,1
137,439000,1320,0,0,0,2080,1320,760,0,0,1,90,0,260,0,3,0,1,1,1961,-122.2774829,47.3071042,2
138,570000,1120,0,0,0,1780,1060,660,400,0,1,0,0,140,0,4,0,2,1,1978,-122.2894829,47.7239459,2
139,471000,1840,0,0,0,2950,1380,1110,270,230,1,0,0,440,0,4,0,2,1,1980,-122.1265266,47.4526778,2
140,707000,1160,0,900,0,2060,0,0,0,530,0,0,0,0,0,4,1,1,1,1977,-122.1122433,47.6900333,4
141,373500,1780,0,0,0,1780,0,0,0,550,0,130,0,0,0,4,0,0,1,1964,-122.3520187,47.2818625,3
142,605000,770,0,0,0,870,770,100,160,0,0,0,0,0,0,2,0,0,1,1948,-122.3695697,47.6893345,3
143,635000,1220,0,0,0,2440,1220,1220,0,640,0,0,0,300,0,4,1,0,2,1968,-122.3043185,47.7360963,2
144,140000,2210,0,0,0,2210,0,0,0,590,0,40,0,0,0,3,0,1,1,1966,-122.2033135,47.3094523,3
145,890000,500,0,500,0,1300,300,300,0,0,1,0,60,440,0,2,1,0,2,2017,-122.2978668,47.6200599,1
146,350000,770,0,770,0,1540,0,0,0,480,0,0,0,320,0,3,1,0,1,1974,-122.373229,47.3304531,3
147,276000,940,0,0,0,940,0,0,0,0,0,0,0,0,0,3,0,0,1,1961,-122.3368385,47.4978329,3
148,675000,950,0,0,0,1430,950,480,0,190,1,0,0,300,0,3,0,1,1,1954,-122.2749685,47.6639608,2
149,775000,1040,0,0,0,1040,550,0,0,0,0,250,0,0,0,2,0,0,1,1912,-122.359485,47.6484658,3
150,550000,990,0,950,0,1940,0,0,0,460,0,150,0,0,0,4,1,1,1,1966,-122.1213992,47.6294538,4
151,420000,1940,0,0,0,1940,0,0,0,500,0,0,0,0,0,5,1,0,1,1966,-122.1328212,47.4946,3
152,575950,1100,0,0,0,1500,1100,400,290,0,1,0,0,230,0,4,0,0,1,1956,-122.358688,47.754947,2
153,285000,910,0,0,0,910,0,0,0,0,0,20,0,0,0,3,0,0,1,1941,-122.186498,47.4435049,3
154,309000,1020,0,0,0,1320,1020,300,0,0,1,0,0,360,0,4,0,1,1,1961,-122.2059456,47.4197191,2
155,491250,1320,0,0,0,1320,0,0,0,0,0,0,0,490,0,3,0,0,1,1930,-122.5260725,47.3979623,3
156,800000,500,0,500,0,1300,490,300,190,0,0,0,0,330,0,2,0,0,2,2018,-122.3423639,47.665032,1
157,1714340,2330,0,0,0,3270,1370,940,0,530,1,0,0,400,0,3,0,1,2,1954,-122.2150736,47.5673751,2
158,540000,1920,0,0,0,1920,0,0,0,420,0,50,0,760,0,3,0,0,2,1976,-122.3465848,47.4268406,3
159,649700,570,0,520,490,1580,0,0,0,0,0,0,0,370,0,3,0,1,1,2016,-122.3007702,47.5927869,1
160,742000,1030,0,0,0,1670,860,640,0,0,0,0,0,200,0,3,0,0,1,1953,-122.3970468,47.5783808,3
161,865000,1230,800,0,0,3130,1300,1100,200,0,0,70,50,0,0,4,0,1,1,1926,-122.2992259,47.6058006,2
162,527500,1880,0,0,0,1880,0,0,0,0,0,0,0,280,0,3,0,2,1,1973,-122.1060204,47.3366163,3
163,678000,1670,0,0,0,1970,670,300,0,0,0,0,0,160,0,3,0,1,2,1937,-122.3945724,47.6499592,3
164,650000,1360,0,0,0,1360,1360,0,460,0,1,0,0,110,0,3,1,0,1,1956,-122.385279,47.5196799,2
165,680000,1500,0,0,0,2560,1500,1060,0,440,0,0,0,220,0,4,0,1,2,1968,-122.177247,47.7279146,2
166,1072000,1140,0,1620,0,3780,1140,1020,0,480,1,40,0,190,0,4,1,2,1,1980,-122.3921925,47.7770125,2
167,965000,980,550,0,0,1530,810,0,240,0,0,0,0,370,0,4,0,1,1,1944,-122.2708897,47.6819082,3
168,367000,1610,0,0,0,1610,0,0,0,420,0,0,0,0,0,3,1,0,1,1963,-122.1903158,47.4120113,3
169,475000,1040,500,0,0,1540,860,0,0,0,0,100,0,0,0,3,0,0,2,1925,-122.2123138,47.4780093,3
170,1600000,2000,0,0,0,3960,2060,1960,0,0,1,310,0,320,0,6,2,0,2,1962,-122.2069737,47.5933365,2
171,840000,1690,0,0,0,3070,1690,1380,0,310,1,0,0,140,100,3,1,1,1,1959,-122.2637542,47.5502415,0
172,649950,390,0,390,0,1160,380,380,0,0,0,10,0,310,0,2,0,1,1,2018,-122.3484712,47.6574291,1
173,328000,1190,0,0,0,1190,0,0,0,460,0,0,0,0,0,3,0,0,1,1967,-122.2835606,47.3425958,3
174,730000,1240,0,0,0,1780,1080,540,280,0,1,0,0,200,0,4,0,1,2,1977,-122.3034118,47.6107316,2
175,344000,1400,0,0,0,1400,0,0,0,0,0,80,0,170,0,3,0,0,2,1955,-122.3567384,47.4561543,3
176,420000,1250,0,0,0,2100,1250,850,0,0,0,120,0,0,0,4,0,1,1,1955,-122.3793186,47.7718817,2
177,435000,1210,0,0,0,1710,1210,500,220,0,1,0,0,350,0,4,1,0,1,1958,-122.2520545,47.5100455,2
178,350000,1350,100,0,0,1450,440,0,440,0,0,0,0,200,0,3,0,0,2,1952,-122.308559,47.7179027,3
179,260000,1180,0,0,0,1180,1180,0,0,0,0,0,0,320,0,2,0,0,1,1947,-122.2105204,47.3122497,3
180,576250,1060,670,0,0,1730,560,0,0,0,0,50,0,0,0,3,0,0,1,1914,-122.3648117,47.4701718,3
181,935000,1040,510,0,0,1550,0,0,0,250,0,130,0,0,0,3,1,0,2,2017,-122.2154419,47.7147869,3
182,210000,1060,0,0,0,1060,1060,0,260,0,0,0,0,0,0,3,1,0,1,1963,-122.360299,47.3322801,3
183,515000,710,0,1170,0,1880,0,0,0,420,0,60,0,0,0,4,1,0,2,2018,-122.298419,47.495735,4
184,750000,1110,0,1210,0,2320,0,0,0,360,0,260,0,0,0,3,1,0,2,2019,-122.157512,47.497873,4
185,420000,1680,0,0,0,1680,1680,0,0,320,0,240,0,0,0,3,0,0,1,1948,-122.351353,47.5240235,3
186,622000,520,0,530,0,1400,550,350,200,0,1,0,0,580,0,3,1,1,1,2018,-122.3550962,47.716066,1
187,360000,850,700,0,0,1550,850,0,0,0,1,0,0,210,0,3,1,0,1,1910,-122.2571654,47.4899525,3
188,1050000,860,0,780,0,2060,850,420,180,0,1,290,0,0,0,4,2,1,1,1942,-122.2749995,47.6586241,2
189,725000,950,0,950,0,1900,0,0,0,550,0,60,0,0,0,4,1,1,1,1965,-122.1760462,47.5484178,4
190,541000,1000,0,0,0,1430,430,430,0,570,1,0,0,0,0,3,1,1,1,1975,-122.3923051,47.5759343,3
191,617990,1193,0,1242,0,2822,387,387,0,663,0,72,0,0,0,4,1,0,3,2019,-122.1782071,47.431206,4
192,497500,1200,0,0,0,1200,0,0,0,0,0,60,0,0,0,3,1,0,1,1984,-122.2944859,47.7640499,3
193,587000,1120,0,1180,0,2470,620,170,450,0,1,0,0,0,0,5,1,0,2,2018,-122.2979642,47.495219,2
194,601000,820,0,880,0,1700,0,0,0,500,0,0,0,0,0,4,1,0,1,1958,-122.1274155,47.6056406,3
195,195000,520,0,520,0,1550,510,510,0,0,1,0,80,430,0,2,0,1,1,2016,-122.3683783,47.5653185,1
196,340000,1390,0,0,0,1390,0,0,0,0,0,0,0,0,0,3,0,1,1,1966,-122.2018681,47.390413,3
197,280000,980,0,0,0,980,150,0,0,0,1,0,70,200,0,3,0,0,1,1947,-122.3594003,47.5065634,3
198,749000,1200,0,680,0,2040,730,160,220,0,0,0,0,0,0,3,0,0,2,1932,-122.3511449,47.7073123,3
199,490000,2210,0,0,0,2210,0,0,0,880,0,40,0,690,0,4,1,0,2,1978,-122.1370948,47.2947652,4
200,353610,1260,0,0,0,1940,1210,680,530,180,1,0,0,100,0,3,0,1,1,1978,-122.1618936,47.2961748,2
201,1568000,1620,0,0,0,2350,1450,730,530,0,1,0,0,720,0,4,0,2,1,1969,-122.1493676,47.5673016,2
202,870000,1580,0,680,0,2460,600,200,400,80,1,0,0,0,0,4,0,1,1,1960,-122.1832616,47.554187,2
203,350000,1320,0,0,0,1320,0,0,0,0,0,0,0,190,0,3,0,0,1,1954,-122.3001416,47.777244,3
204,669950,430,0,430,430,1390,390,100,290,0,1,0,0,290,0,2,0,0,2,2019,-122.3763638,47.6788294,1
205,850000,1110,0,840,0,1950,0,0,0,670,0,80,0,0,0,3,0,1,1,1977,-122.1300233,47.7402894,4
206,720000,590,0,590,0,1580,570,400,170,0,1,0,80,500,0,3,1,0,2,2017,-122.2985243,47.5957991,1
207,110000,780,0,0,0,780,0,0,0,0,0,0,0,0,16,3,0,1,0,1941,-122.3246469,47.3845545,3
208,319900,1988,0,0,0,1988,0,0,0,0,0,70,0,0,0,4,0,1,1,1959,-122.1706875,47.4494426,3
209,850000,950,0,0,0,950,0,0,0,0,0,0,0,0,0,2,0,0,1,1950,-122.1645378,47.6901962,3
210,550000,330,0,330,0,980,320,320,0,0,1,0,60,210,0,2,0,1,1,2018,-122.2963965,47.6084314,1
211,600000,520,0,520,500,1540,0,0,0,0,0,0,0,490,0,3,1,1,1,2016,-122.3632237,47.5588561,1
212,725000,1160,540,0,0,1800,1110,100,0,0,0,40,0,60,0,4,0,0,1,1926,-122.3867822,47.5324489,3
213,879000,2790,0,0,0,2790,0,0,0,530,0,0,0,360,0,3,1,1,1,1981,-122.1211183,47.7295314,4
214,776950,1711,0,1477,0,3188,0,0,0,580,0,25,0,0,0,4,1,1,2,2019,-122.1591821,47.4358173,4
215,710000,1310,0,0,0,1310,0,0,0,310,0,0,0,0,0,3,1,0,1,1962,-122.2039146,47.7220878,3
216,989990,1270,0,1740,0,3010,0,0,0,670,0,310,0,0,0,4,0,1,2,2018,-122.1354674,47.4849012,4
217,659880,540,0,640,0,1440,590,260,330,0,1,90,0,0,0,3,0,2,1,2019,-122.3055941,47.6917598,1
218,1105000,1620,0,0,0,2900,1620,1280,0,440,1,0,0,180,0,5,0,1,2,1957,-122.220333,47.5486339,2
219,385000,400,0,430,380,1210,0,0,0,0,0,0,70,400,0,3,1,1,1,2016,-122.3222394,47.5263397,1
220,455000,1290,0,0,0,2090,1290,800,490,0,1,0,0,50,0,3,0,1,1,1967,-122.257288,47.4989642,2
221,685000,580,0,580,0,1700,540,540,0,0,1,70,0,350,0,3,0,0,2,2016,-122.2982911,47.599753,1
222,620000,1700,0,0,0,1700,0,0,0,480,0,70,0,300,0,3,0,0,2,1969,-122.3107697,47.7663426,3
223,630300,1360,0,1940,0,3300,0,0,0,840,0,460,0,0,0,4,1,0,3,2016,-122.3034383,47.666564,4
224,605000,1330,0,0,0,2250,1560,920,640,0,1,0,100,660,0,3,0,2,1,1980,-122.2372454,47.7145468,2
225,1550000,2010,0,0,0,3170,1160,1160,0,830,1,0,0,0,10,4,1,0,2,1973,-122.1638477,47.6185257,2
